label,pattern
SYMPTOM,"[{'LOWER': 'bladder'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'green'}, {'LOWER': 'and'}, {'LOWER': 'red'}, {'LOWER': 'pus'}]"
SYMPTOM,"[{'LOWER': 'mucus'}, {'LOWER': 'like'}, {'LOWER': 'fluid'}]"
SYMPTOM,"[{'LOWER': 'increased'}, {'LOWER': 'heart'}, {'LOWER': 'rate'}]"
SYMPTOM,[{'LOWER': 'contractions'}]
SYMPTOM,"[{'LOWER': 'nausea'}, {'LOWER': 'and'}, {'LOWER': 'vomiting'}]"
SYMPTOM,"[{'LOWER': 'poor'}, {'LOWER': 'gums'}]"
SYMPTOM,"[{'LOWER': 'stomach'}, {'LOWER': 'cramping'}]"
SYMPTOM,"[{'LOWER': 'sprained'}, {'LOWER': 'foot'}, {'LOWER': 'ankle'}]"
SYMPTOM,[{'LOWER': 'fever'}]
SYMPTOM,"[{'LOWER': 'skin'}, {'LOWER': 'tag'}]"
SYMPTOM,"[{'LOWER': 'left'}, {'LOWER': 'temple'}, {'LOWER': 'pulsating'}]"
SYMPTOM,"[{'LOWER': 'heart'}, {'LOWER': 'attack'}]"
SYMPTOM,"[{'LOWER': 'purple'}, {'LOWER': 'red'}, {'LOWER': 'bruise'}, {'LOWER': 'spots'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'arms'}, {'LOWER': 'and'}, {'LOWER': 'legs'}]"
SYMPTOM,[{'LOWER': 'dpdr'}]
SYMPTOM,"[{'LOWER': 'inner'}, {'LOWER': 'rightear'}, {'LOWER': 'infection'}]"
SYMPTOM,"[{'LOWER': 'cramps'}, {'LOWER': 'pains'}, {'LOWER': 'aches'}]"
SYMPTOM,"[{'LOWER': 'intense'}, {'LOWER': 'abdo'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'earache'}]
SYMPTOM,"[{'LOWER': 'black'}, {'LOWER': 'stool'}]"
SYMPTOM,[{'LOWER': 'chills'}]
SYMPTOM,[{'LOWER': 'aura'}]
SYMPTOM,[{'LOWER': 'coughing'}]
SYMPTOM,"[{'LOWER': 'facial'}, {'LOWER': 'tics'}]"
SYMPTOM,"[{'LOWER': 'low'}, {'LOWER': 'estrogen'}]"
SYMPTOM,"[{'LOWER': 'insulin'}, {'LOWER': 'resistance'}]"
SYMPTOM,[{'LOWER': 'nauseous'}]
SYMPTOM,"[{'LOWER': 'very'}, {'LOWER': 'extreme'}, {'LOWER': 'burning'}, {'LOWER': 'sensation'}]"
SYMPTOM,"[{'LOWER': 'nerve'}, {'LOWER': 'damage'}]"
SYMPTOM,[{'LOWER': 'redundant'}]
SYMPTOM,"[{'LOWER': 'tiny'}, {'LOWER': 'bit'}, {'LOWER': 'bloated'}]"
SYMPTOM,[{'LOWER': 'nausea'}]
SYMPTOM,[{'LOWER': 'suboxone'}]
SYMPTOM,"[{'LOWER': 'heart'}, {'LOWER': 'pounding'}]"
SYMPTOM,"[{'LOWER': 'extreme'}, {'LOWER': 'discomfort'}]"
SYMPTOM,"[{'LOWER': 'head'}, {'LOWER': 'tics'}]"
SYMPTOM,"[{'LOWER': 'sprained'}, {'LOWER': 'my'}, {'LOWER': 'foot'}, {'LOWER': 'ankle'}]"
SYMPTOM,"[{'LOWER': 'function'}, {'LOWER': 'was'}, {'LOWER': 'indeterminate'}]"
SYMPTOM,"[{'LOWER': 'dark'}, {'LOWER': 'red'}, {'LOWER': 'watery'}, {'LOWER': 'stool'}]"
SYMPTOM,[{'LOWER': 'boils'}]
SYMPTOM,"[{'LOWER': 'blood'}, {'LOWER': 'pressure'}, {'LOWER': 'would'}, {'LOWER': 'skyrocket'}]"
SYMPTOM,"[{'LOWER': 'contagious'}, {'LOWER': 'rash'}]"
SYMPTOM,"[{'LOWER': 'bitten'}, {'LOWER': 'by'}, {'LOWER': 'a'}, {'LOWER': 'dog'}]"
SYMPTOM,"[{'LOWER': 'severe'}, {'LOWER': 'panic'}, {'LOWER': 'attacks'}]"
SYMPTOM,"[{'LOWER': 'worries'}, {'LOWER': 'and'}, {'LOWER': 'anxiety'}]"
SYMPTOM,[{'LOWER': 'acne'}]
SYMPTOM,"[{'LOWER': 'pulled'}, {'LOWER': 'muscle'}]"
SYMPTOM,"[{'LOWER': 'abnormal'}, {'LOWER': 'in'}, {'LOWER': 'structure'}]"
SYMPTOM,"[{'LOWER': 'epileptic'}, {'LOWER': 'seizure'}]"
SYMPTOM,"[{'LOWER': 'migraine'}, {'LOWER': 'aura'}]"
SYMPTOM,"[{'LOWER': 'constantly'}, {'LOWER': 'tired'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'both'}, {'LOWER': 'of'}, {'LOWER': 'my'}, {'LOWER': 'wrists'}]"
SYMPTOM,[{'LOWER': 'depressed'}]
SYMPTOM,[{'LOWER': 'bruising'}]
SYMPTOM,"[{'LOWER': 'i'}, {'LOWER': 'feel'}, {'LOWER': 'dizzy'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'left'}, {'LOWER': 'testicle'}]"
SYMPTOM,"[{'LOWER': 'raised'}, {'LOWER': 'blood'}, {'LOWER': 'lipids'}]"
SYMPTOM,[{'LOWER': 'rash'}]
SYMPTOM,[{'LOWER': 'cramping'}]
SYMPTOM,"[{'LOWER': 'period'}, {'LOWER': 'cramps'}]"
SYMPTOM,"[{'LOWER': 'function'}, {'LOWER': 'is'}, {'LOWER': 'normal'}]"
SYMPTOM,"[{'LOWER': 'stomach'}, {'LOWER': 'cramps'}]"
SYMPTOM,"[{'LOWER': 'high'}, {'LOWER': 'cholesterol'}]"
SYMPTOM,"[{'LOWER': 'umbilical'}, {'LOWER': 'hernia'}]"
SYMPTOM,"[{'LOWER': 'non'}, {'LOWER': 'epileptic'}, {'LOWER': 'seizure'}]"
SYMPTOM,"[{'LOWER': 'platelets'}, {'LOWER': 'are'}, {'LOWER': 'elevated'}]"
SYMPTOM,"[{'LOWER': 'pretty'}, {'LOWER': 'loose'}]"
SYMPTOM,[{'LOWER': 'blister'}]
SYMPTOM,"[{'LOWER': 'testicle'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'limping'}]
SYMPTOM,"[{'LOWER': 'broke'}, {'LOWER': 'my'}, {'LOWER': 'arm'}]"
SYMPTOM,"[{'LOWER': 'stomach'}, {'LOWER': 'aches'}, {'LOWER': 'and'}, {'LOWER': 'pains'}]"
SYMPTOM,[{'LOWER': 'thrush'}]
SYMPTOM,"[{'LOWER': 'feel'}, {'LOWER': 'very'}, {'LOWER': 'weak'}]"
SYMPTOM,"[{'LOWER': 'grade'}, {'LOWER': 'ii'}, {'LOWER': 'sprain'}]"
SYMPTOM,"[{'LOWER': 'bile'}, {'LOWER': 'duct'}, {'LOWER': 'was'}, {'LOWER': 'still'}, {'LOWER': 'leaking'}]"
SYMPTOM,[{'LOWER': 'tachycardia'}]
SYMPTOM,"[{'LOWER': 'panic'}, {'LOWER': 'attack'}]"
SYMPTOM,[{'LOWER': 'nauseas'}]
SYMPTOM,[{'LOWER': 'tingling'}]
SYMPTOM,"[{'LOWER': 'calf'}, {'LOWER': 'cramps'}]"
SYMPTOM,"[{'LOWER': 'minor'}, {'LOWER': 'cramping'}]"
SYMPTOM,[{'LOWER': 'tremor'}]
SYMPTOM,"[{'LOWER': 'persistent'}, {'LOWER': 'heartburn'}]"
SYMPTOM,"[{'LOWER': 'super'}, {'LOWER': 'nauseated'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'lower'}, {'LOWER': 'back'}]"
SYMPTOM,"[{'LOWER': 'stomach'}, {'LOWER': 'bug'}]"
SYMPTOM,"[{'LOWER': 'constant'}, {'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'testicles'}]"
SYMPTOM,"[{'LOWER': 'chest'}, {'LOWER': 'pains'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'left'}, {'LOWER': 'arm'}]"
SYMPTOM,"[{'LOWER': 'morning'}, {'LOWER': 'sickness'}]"
SYMPTOM,"[{'LOWER': 'colon'}, {'LOWER': 'spasm'}]"
SYMPTOM,[{'LOWER': 'hyperventilating'}]
SYMPTOM,"[{'LOWER': 'localized'}, {'LOWER': 'sharp'}, {'LOWER': 'belly'}, {'LOWER': 'button'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'bleeding'}, {'LOWER': 'of'}, {'LOWER': 'digestive'}, {'LOWER': 'tract'}]"
SYMPTOM,"[{'LOWER': 'small'}, {'LOWER': 'red'}, {'LOWER': 'spots'}]"
SYMPTOM,[{'LOWER': 'weakness'}]
SYMPTOM,"[{'LOWER': 'high'}, {'LOWER': 'bp'}]"
SYMPTOM,"[{'LOWER': 'intense'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'dizziness'}]
SYMPTOM,"[{'LOWER': 'itchy'}, {'LOWER': 'bump'}]"
SYMPTOM,"[{'LOWER': 'bladder'}, {'LOWER': 'and'}, {'LOWER': 'rectal'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'family'}, {'LOWER': 'history'}, {'LOWER': 'of'}, {'LOWER': 'pancreas'}, {'LOWER': 'issues'}]"
SYMPTOM,"[{'LOWER': 'pounding'}, {'LOWER': 'heart'}]"
SYMPTOM,"[{'LOWER': 'nerve'}, {'LOWER': 'compression'}]"
SYMPTOM,[{'LOWER': 'sweating'}]
SYMPTOM,"[{'LOWER': 'shortness'}, {'LOWER': 'of'}, {'LOWER': 'breath'}]"
SYMPTOM,[{'LOWER': 'cramp'}]
SYMPTOM,"[{'LOWER': 'deep'}, {'LOWER': 'tissue'}, {'LOWER': 'bruising'}]"
SYMPTOM,"[{'LOWER': 'chronically'}, {'LOWER': 'low'}, {'LOWER': 'iron'}]"
SYMPTOM,[{'LOWER': 'lightheaded'}]
SYMPTOM,"[{'LOWER': 'low'}, {'LOWER': 'blood'}, {'LOWER': 'pressure'}]"
SYMPTOM,"[{'LOWER': 'allergic'}, {'LOWER': 'reaction'}]"
SYMPTOM,"[{'LOWER': 'loss'}, {'LOWER': 'of'}, {'LOWER': 'muscle'}, {'LOWER': 'mass'}]"
SYMPTOM,"[{'LOWER': 'nose'}, {'LOWER': 'has'}, {'LOWER': 'swelled'}]"
SYMPTOM,[{'LOWER': 'vomiting'}]
SYMPTOM,"[{'LOWER': 'profuse'}, {'LOWER': 'sweating'}]"
SYMPTOM,"[{'LOWER': 'physical'}, {'LOWER': 'weakness'}]"
SYMPTOM,"[{'LOWER': 'lungs'}, {'LOWER': 'feel'}, {'LOWER': 'itchy'}]"
SYMPTOM,[{'LOWER': 'headache'}]
SYMPTOM,"[{'LOWER': 'fear'}, {'LOWER': 'and'}, {'LOWER': 'anxiety'}]"
SYMPTOM,"[{'LOWER': 'insulin'}, {'LOWER': 'resistant'}]"
SYMPTOM,"[{'LOWER': 'constant'}, {'LOWER': 'state'}, {'LOWER': 'of'}, {'LOWER': 'anxiety'}, {'LOWER': 'and'}, {'LOWER': 'stress'}]"
SYMPTOM,[{'LOWER': 'itching'}]
SYMPTOM,[{'LOWER': 'seizures'}]
SYMPTOM,"[{'LOWER': 'intense'}, {'LOWER': 'pressure'}]"
SYMPTOM,[{'LOWER': 'hematoma'}]
SYMPTOM,"[{'LOWER': 'white'}, {'LOWER': 'spot'}]"
SYMPTOM,"[{'LOWER': 'high'}, {'LOWER': 'fever'}]"
SYMPTOM,[{'LOWER': 'swollen'}]
SYMPTOM,"[{'LOWER': 'chest'}, {'LOWER': 'feels'}, {'LOWER': 'tighter'}]"
SYMPTOM,"[{'LOWER': 'heart'}, {'LOWER': 'was'}, {'LOWER': 'pumping'}, {'LOWER': 'really'}, {'LOWER': 'fast'}]"
SYMPTOM,[{'LOWER': 'seizure'}]
SYMPTOM,"[{'LOWER': 'tight'}, {'LOWER': 'chest'}]"
SYMPTOM,"[{'LOWER': 'cardiac'}, {'LOWER': 'failure'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'on'}, {'LOWER': 'the'}, {'LOWER': 'right'}, {'LOWER': 'side'}]"
SYMPTOM,"[{'LOWER': 'breathing'}, {'LOWER': 'too'}, {'LOWER': 'heavy'}]"
SYMPTOM,"[{'LOWER': 'large'}, {'LOWER': 'lump'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'right'}, {'LOWER': 'breast'}]"
SYMPTOM,"[{'LOWER': 'enlarged'}, {'LOWER': 'spleen'}]"
SYMPTOM,"[{'LOWER': 'range'}, {'LOWER': 'of'}, {'LOWER': 'motion'}, {'LOWER': 'decreasing'}]"
SYMPTOM,"[{'LOWER': 'muscle'}, {'LOWER': 'spasms'}]"
SYMPTOM,"[{'LOWER': 'high'}, {'LOWER': 'platlet'}, {'LOWER': 'count'}]"
SYMPTOM,[{'LOWER': 'bloating'}]
SYMPTOM,[{'LOWER': 'sprained'}]
SYMPTOM,"[{'LOWER': 'tooth'}, {'LOWER': 'sensitivity'}]"
SYMPTOM,"[{'LOWER': 'blood'}, {'LOWER': 'clots'}]"
SYMPTOM,"[{'LOWER': 'heart'}, {'LOWER': 'racing'}]"
SYMPTOM,"[{'LOWER': 'memory'}, {'LOWER': 'loss'}]"
SYMPTOM,"[{'LOWER': 'anal'}, {'LOWER': 'itch'}]"
SYMPTOM,"[{'LOWER': 'labrum'}, {'LOWER': 'tear'}]"
SYMPTOM,[{'LOWER': 'atrophy'}]
SYMPTOM,[{'LOWER': 'murmur'}]
SYMPTOM,[{'LOWER': 'palpitations'}]
SYMPTOM,[{'LOWER': 'cramps'}]
SYMPTOM,"[{'LOWER': 'increased'}, {'LOWER': 'heart'}, {'LOWER': 'rate'}, {'LOWER': 'with'}, {'LOWER': 'palpitations'}]"
SYMPTOM,"[{'LOWER': 'short'}, {'LOWER': 'term'}, {'LOWER': 'memory'}, {'LOWER': 'issues'}]"
SYMPTOM,"[{'LOWER': 'bile'}, {'LOWER': 'duct'}, {'LOWER': 'leak'}]"
SYMPTOM,"[{'LOWER': 'sharp'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'huge'}, {'LOWER': 'migraine'}]"
SYMPTOM,"[{'LOWER': 'red'}, {'LOWER': 'bump'}]"
SYMPTOM,[{'LOWER': 'dizzy'}]
SYMPTOM,"[{'LOWER': 'mouth'}, {'LOWER': 'sores'}]"
SYMPTOM,[{'LOWER': 'indigestion'}]
SYMPTOM,"[{'LOWER': 'upset'}, {'LOWER': 'stomach'}]"
SYMPTOM,"[{'LOWER': 'yellow'}, {'LOWER': 'discharge'}]"
SYMPTOM,"[{'LOWER': 'hands'}, {'LOWER': 'are'}, {'LOWER': 'swollen'}]"
SYMPTOM,"[{'LOWER': 'dry'}, {'LOWER': 'skin'}]"
SYMPTOM,[{'LOWER': 'headaches'}]
SYMPTOM,"[{'LOWER': 'night'}, {'LOWER': 'sweats'}]"
SYMPTOM,"[{'LOWER': 'reddish'}, {'LOWER': 'purple'}, {'LOWER': 'rash'}]"
SYMPTOM,"[{'LOWER': 'suicidal'}, {'LOWER': 'ideation'}]"
SYMPTOM,"[{'LOWER': 'eczema'}, {'LOWER': 'rash'}]"
SYMPTOM,"[{'LOWER': 'ear'}, {'LOWER': 'blocked'}]"
SYMPTOM,"[{'LOWER': 'skin'}, {'LOWER': 'infection'}]"
SYMPTOM,"[{'LOWER': 'green'}, {'LOWER': 'pus'}]"
SYMPTOM,"[{'LOWER': 'a'}, {'LOWER': 'snap'}, {'LOWER': 'in'}, {'LOWER': 'my'}, {'LOWER': 'back'}]"
SYMPTOM,"[{'LOWER': 'low'}, {'LOWER': 'back'}, {'LOWER': 'pain'}]"
SYMPTOM,"[{'LOWER': 'elevated'}, {'LOWER': 'blood'}, {'LOWER': 'platelet'}, {'LOWER': 'count'}]"
SYMPTOM,"[{'LOWER': 'pain'}, {'LOWER': 'in'}, {'LOWER': 'testicles'}]"
SYMPTOM,"[{'LOWER': 'stomach'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'coughs'}]
SYMPTOM,"[{'LOWER': 'severe'}, {'LOWER': 'acid'}, {'LOWER': 'reflux'}]"
SYMPTOM,"[{'LOWER': 'daily'}, {'LOWER': 'headaches'}]"
SYMPTOM,"[{'LOWER': 'flat'}, {'LOWER': 'red'}, {'LOWER': 'spots'}]"
SYMPTOM,[{'LOWER': 'cyst'}]
SYMPTOM,"[{'LOWER': 'sharp'}, {'LOWER': 'pains'}]"
SYMPTOM,[{'LOWER': 'bruises'}]
SYMPTOM,[{'LOWER': 'constipation'}]
SYMPTOM,"[{'LOWER': 'bad'}, {'LOWER': 'headache'}]"
SYMPTOM,"[{'LOWER': 'morbidly'}, {'LOWER': 'obese'}]"
SYMPTOM,"[{'LOWER': 'reddish'}, {'LOWER': 'purple'}, {'LOWER': 'spots'}]"
SYMPTOM,"[{'LOWER': 'swallowing'}, {'LOWER': 'hurts'}]"
SYMPTOM,"[{'LOWER': 'upper'}, {'LOWER': 'back'}, {'LOWER': 'pain'}]"
SYMPTOM,[{'LOWER': 'cough'}]
SYMPTOM,"[{'LOWER': 'lot'}, {'LOWER': 'of'}, {'LOWER': 'pain'}, {'LOWER': 'near'}, {'LOWER': 'my'}, {'LOWER': 'scapula'}]"
DRUG,[{'LOWER': 'lupron'}]
DRUG,[{'LOWER': 'levothyroxine'}]
DRUG,[{'LOWER': 'thyroxin'}]
DRUG,[{'LOWER': 'trintellix'}]
DRUG,[{'LOWER': 'vyvanse'}]
DRUG,[{'LOWER': 'phenibut'}]
DRUG,[{'LOWER': 'hydroxyzine'}]
DRUG,[{'LOWER': 'klonopin'}]
DRUG,[{'LOWER': 'bentyl'}]
DRUG,"[{'LOWER': 'pepto'}, {'LOWER': 'bismol'}]"
DRUG,"[{'LOWER': 'sandoz'}, {'LOWER': 'ciprofloxacin'}, {'LOWER': 'dexamethasone'}]"
DRUG,[{'LOWER': 'prozac'}]
DRUG,[{'LOWER': 'imodium'}]
DRUG,[{'LOWER': 'progesterone'}]
DRUG,[{'LOWER': 'advair'}]
DRUG,[{'LOWER': 'tirosint'}]
DRUG,[{'LOWER': 'promethazine'}]
DRUG,[{'LOWER': 'sertraline'}]
DRUG,[{'LOWER': 'singulair'}]
DRUG,[{'LOWER': 'iud'}]
DRUG,[{'LOWER': 'parkinsons'}]
DRUG,[{'LOWER': 'desonide'}]
DRUG,"[{'LOWER': 'clotrimazole'}, {'LOWER': 'betamethasone'}]"
DRUG,[{'LOWER': 'librium'}]
DRUG,"[{'LOWER': 'steroid'}, {'LOWER': 'cream'}]"
DRUG,[{'LOWER': 'zinc'}]
DRUG,[{'LOWER': 'effexor'}]
DRUG,[{'LOWER': 'desitin'}]
DRUG,[{'LOWER': 'suboxone'}]
DRUG,[{'LOWER': 'tramadol'}]
DRUG,"[{'LOWER': 'diaphragm'}, {'LOWER': 'bc'}]"
DRUG,[{'LOWER': 'vaseline'}]
DRUG,[{'LOWER': 'valtrex'}]
DRUG,"[{'LOWER': 'vitamin'}, {'LOWER': 'd3'}, {'LOWER': 'supplements'}]"
DRUG,[{'LOWER': 'nexium'}]
DRUG,[{'LOWER': 'fluoxetine'}]
DRUG,[{'LOWER': 'xyzal'}]
DRUG,[{'LOWER': 'ubiprofane'}]
DRUG,[{'LOWER': 'vicodine'}]
DRUG,[{'LOWER': 'focalin'}]
DRUG,[{'LOWER': 'amytriptaline'}]
DRUG,"[{'LOWER': 'albuterol'}, {'LOWER': 'nebulizer'}]"
DRUG,"[{'LOWER': 'loryna'}, {'LOWER': 'birth'}, {'LOWER': 'control'}]"
DRUG,[{'LOWER': 'opioids'}]
DRUG,[{'LOWER': 'propenalol'}]
DRUG,"[{'LOWER': 'iron'}, {'LOWER': 'tablets'}]"
DRUG,[{'LOWER': 'ritalin'}]
DRUG,[{'LOWER': 'xanax'}]
DRUG,"[{'LOWER': 'excedrin'}, {'LOWER': 'pm'}]"
DRUG,[{'LOWER': 'advil'}]
DRUG,"[{'LOWER': 'rubbing'}, {'LOWER': '(isopropyl)'}, {'LOWER': 'alcohol'}]"
DRUG,[{'LOWER': 'buprenorphine'}]
DRUG,[{'LOWER': 'miralax'}]
DRUG,[{'LOWER': 'tagamet'}]
DRUG,[{'LOWER': 'paroxetine'}]
DRUG,[{'LOWER': 'keppra'}]
DRUG,[{'LOWER': 'corticosteroid'}]
DRUG,[{'LOWER': 'flovent'}]
DRUG,[{'LOWER': 'nasonex'}]
DRUG,"[{'LOWER': 'adderal'}, {'LOWER': 'xr'}]"
DRUG,"[{'LOWER': 'proair'}, {'LOWER': 'inhaler'}]"
DRUG,[{'LOWER': 'lasix'}]
DRUG,[{'LOWER': 'bicard'}]
DRUG,[{'LOWER': 'nexplanon'}]
DRUG,[{'LOWER': 'concerta'}]
DRUG,[{'LOWER': 'calcium'}]
DRUG,[{'LOWER': 'neosporin'}]
DRUG,[{'LOWER': 'ondansetron'}]
DRUG,[{'LOWER': 'omeprazole'}]
DRUG,"[{'LOWER': 'rabies'}, {'LOWER': 'shot'}]"
DRUG,[{'LOWER': 'trazadone'}]
DRUG,[{'LOWER': 'lorazepam'}]
DRUG,[{'LOWER': 'gaberpentin'}]
DRUG,[{'LOWER': 'hydrocortisone'}]
DRUG,"[{'LOWER': 'rubbing'}, {'LOWER': 'alcohol'}]"
DRUG,"[{'LOWER': 'adderall'}, {'LOWER': 'ir'}]"
DRUG,[{'LOWER': 'magnesium'}]
DRUG,[{'LOWER': 'fefol'}]
DRUG,[{'LOWER': 'xulane'}]
DRUG,[{'LOWER': 'prilosec'}]
DRUG,[{'LOWER': 'nebulizer'}]
DRUG,"[{'LOWER': 'infants'}, {'LOWER': 'tylenol'}]"
DRUG,[{'LOWER': 'soma'}]
DRUG,"[{'LOWER': 'covid'}, {'LOWER': 'vaccine'}]"
DRUG,"[{'LOWER': 'anti'}, {'LOWER': 'depressants'}]"
DRUG,[{'LOWER': 'bupe'}]
DRUG,"[{'LOWER': 'covid'}, {'LOWER': 'booster'}]"
DRUG,[{'LOWER': 'benadryl'}]
DRUG,[{'LOWER': 'warfarin'}]
DRUG,[{'LOWER': 'acetaminophen'}]
DRUG,[{'LOWER': 'gabapentin'}]
DRUG,[{'LOWER': 'paragard'}]
DRUG,[{'LOWER': 'fluconazole'}]
DRUG,[{'LOWER': 'vimpat'}]
DRUG,[{'LOWER': 'norepinephrine'}]
DRUG,[{'LOWER': 'levonex'}]
DRUG,[{'LOWER': 'pepcid'}]
DRUG,[{'LOWER': 'dexedrine'}]
DRUG,[{'LOWER': 'lamotrigine'}]
DRUG,"[{'LOWER': 'bisoprolol'}, {'LOWER': 'fumarate'}]"
DRUG,"[{'LOWER': 'rabies'}, {'LOWER': 'vaccine'}]"
DRUG,[{'LOWER': 'symbicort'}]
DRUG,[{'LOWER': 'amoxicillin'}]
DRUG,"[{'LOWER': 'fish'}, {'LOWER': 'oil'}]"
DRUG,[{'LOWER': 'antacids'}]
DRUG,"[{'LOWER': 'otc'}, {'LOWER': 'painkillers'}]"
DRUG,[{'LOWER': 'biotin'}]
DRUG,"[{'LOWER': 'centrum'}, {'LOWER': 'one'}, {'LOWER': 'a'}, {'LOWER': 'day'}]"
DRUG,[{'LOWER': 'motrin'}]
DRUG,[{'LOWER': 'levothroid'}]
DRUG,[{'LOWER': 'mirena'}]
DRUG,[{'LOWER': 'propranalol'}]
DRUG,"[{'LOWER': 'benzos'}, {'LOWER': 'klonopin'}]"
DRUG,[{'LOWER': 'lamictal'}]
DRUG,[{'LOWER': 'antihistamines'}]
DRUG,[{'LOWER': 'buspar'}]
DRUG,[{'LOWER': 'zeasorb'}]
DRUG,[{'LOWER': 'smoo'}]
DRUG,[{'LOWER': 'cymbalta'}]
DRUG,"[{'LOWER': 'moderna'}, {'LOWER': 'shots'}]"
DRUG,[{'LOWER': 'propranolol'}]
DRUG,[{'LOWER': 'zyrtec'}]
DRUG,"[{'LOWER': 'pfizer'}, {'LOWER': 'shot'}]"
DRUG,"[{'LOWER': 'paragard'}, {'LOWER': 'iud'}]"
DRUG,[{'LOWER': 'toradol'}]
DRUG,[{'LOWER': 'atorvastatin'}]
DRUG,"[{'LOWER': 'diaphragm'}, {'LOWER': 'birth'}, {'LOWER': 'control'}]"
DRUG,[{'LOWER': 'quetiapine'}]
DRUG,"[{'LOWER': 'sublocade'}, {'LOWER': 'shot'}]"
DRUG,[{'LOWER': 'luvox'}]
DRUG,[{'LOWER': 'trazodone'}]
DRUG,[{'LOWER': 'heroin'}]
DRUG,[{'LOWER': 'duspatal'}]
DRUG,[{'LOWER': 'losartan'}]
DRUG,[{'LOWER': 'lithium'}]
DRUG,[{'LOWER': 'depakote'}]
DRUG,[{'LOWER': 'nsaid'}]
DRUG,[{'LOWER': 'valium'}]
DRUG,[{'LOWER': 'linsinpro'}]
DRUG,[{'LOWER': 'augmentin'}]
DRUG,[{'LOWER': 'clonodine'}]
DRUG,[{'LOWER': 'welbutrin'}]
DRUG,[{'LOWER': 'reglan'}]
DRUG,[{'LOWER': 'ibuprofen'}]
DRUG,[{'LOWER': 'paxil'}]
DRUG,"[{'LOWER': 'steroid'}, {'LOWER': 'injection'}]"
DRUG,[{'LOWER': 'b12'}]
DRUG,"[{'LOWER': 'zinc'}, {'LOWER': 'oxide'}]"
DRUG,"[{'LOWER': 'pfizer'}, {'LOWER': 'covid'}, {'LOWER': 'vaccine'}]"
DRUG,[{'LOWER': 'naproxen'}]
DRUG,[{'LOWER': 'antidepressants'}]
DRUG,[{'LOWER': 'alprazolam'}]
DRUG,[{'LOWER': 'ferosamide'}]
DRUG,[{'LOWER': 'ativan'}]
DRUG,"[{'LOWER': 'pfizer'}, {'LOWER': 'vaccine'}]"
DRUG,[{'LOWER': 'citalopram'}]
DRUG,"[{'LOWER': 'flu'}, {'LOWER': 'shot'}]"
DRUG,[{'LOWER': 'nortriptyline'}]
DRUG,[{'LOWER': 'flonase'}]
DRUG,"[{'LOWER': 'estradiol'}, {'LOWER': 'patch'}]"
DRUG,[{'LOWER': 'potassium'}]
DRUG,[{'LOWER': 'robetussin'}]
DRUG,[{'LOWER': 'propanolol'}]
DRUG,[{'LOWER': 'mydais'}]
DRUG,[{'LOWER': 'cyclobenzaprine'}]
DRUG,"[{'LOWER': 'folic'}, {'LOWER': 'acid'}]"
DRUG,[{'LOWER': 'zoloft'}]
DRUG,[{'LOWER': 'metronidazole'}]
DRUG,[{'LOWER': 'bupinorphine'}]
DRUG,"[{'LOWER': 'tylenol'}, {'LOWER': 'extra'}, {'LOWER': 'strength'}]"
DRUG,[{'LOWER': 'glucosamine'}]
DRUG,[{'LOWER': 'prednisone'}]
DRUG,"[{'LOWER': 'hydrogen'}, {'LOWER': 'peroxide'}]"
DRUG,"[{'LOWER': 'otc'}, {'LOWER': 'pain'}, {'LOWER': 'meds'}]"
DRUG,[{'LOWER': 'painkillers'}]
DRUG,[{'LOWER': 'estradiol'}]
DRUG,[{'LOWER': 'sdnris'}]
DRUG,[{'LOWER': 'adderall'}]
DRUG,[{'LOWER': 'wellbutrin'}]
DRUG,[{'LOWER': 'zofran'}]
DRUG,"[{'LOWER': 'birth'}, {'LOWER': 'control'}]"
DRUG,[{'LOWER': 'protopic'}]
DRUG,[{'LOWER': 'metformin'}]
DRUG,[{'LOWER': 'tums'}]
DRUG,[{'LOWER': 'cephalexin'}]
DRUG,[{'LOWER': 'nsaids'}]
DRUG,[{'LOWER': 'lexapro'}]
DRUG,[{'LOWER': 'anxiolytics'}]
