label,pattern
DRUG,[{'LOWER': 'antihistamine'}]
DRUG,[{'LOWER': 'prilosec'}]
DRUG,[{'LOWER': 'levothyroxine'}]
DRUG,[{'LOWER': 'effexor'}]
DISEASE,[{'LOWER': 'uti'}]
DISEASE,[{'LOWER': 'dermatographia'}]
DISEASE,[{'LOWER': 'giloblastoma'}]
DISEASE,"[{'LOWER': 'depression'}, {'LOWER': 'dysphoria'}]"
DISEASE,[{'LOWER': 'anxiety'}]
DISEASE,"[{'LOWER': 'panic'}, {'LOWER': 'disorder'}]"
DISEASE,[{'LOWER': 'depression'}]
DISEASE,[{'LOWER': 'gad'}]
DISEASE,"[{'LOWER': 'yeast'}, {'LOWER': 'infection'}]"
DISEASE,"[{'LOWER': 'hashimotos'}, {'LOWER': 'thyroiditis'}]"
DISEASE,"[{'LOWER': 'blocked'}, {'LOWER': 'eustachian'}, {'LOWER': 'tubes'}]"
DISEASE,[{'LOWER': 'arrhythmia'}]
DISEASE,[{'LOWER': 'pneumonia'}]
DISEASE,[{'LOWER': 'adhd'}]
DISEASE,"[{'LOWER': 'small'}, {'LOWER': 'arachnoid'}, {'LOWER': 'cyst'}]"
DISEASE,"[{'LOWER': 'retinal'}, {'LOWER': 'vascular'}, {'LOWER': 'tortuosity'}]"
DISEASE,"[{'LOWER': 'vascular'}, {'LOWER': 'tortuosity'}]"
DISEASE,[{'LOWER': 'mdd'}]
DISEASE,"[{'LOWER': 'cardiac'}, {'LOWER': 'arrythmia'}]"
DISEASE,[{'LOWER': 'covid'}]
DISEASE,[{'LOWER': 'prostatitis'}]
DISEASE,[{'LOWER': 'gerd'}]
DISEASE,"[{'LOWER': 'obsessive'}, {'LOWER': 'compulsive'}, {'LOWER': 'disorder'}]"
DISEASE,"[{'LOWER': 'minor'}, {'LOWER': 'hypoglycemia'}]"
DISEASE,[{'LOWER': 'ocd'}]
DISEASE,"[{'LOWER': 'sinus'}, {'LOWER': 'tachycardia'}]"
DISEASE,[{'LOWER': 'hypothyroidism'}]
DISEASE,[{'LOWER': 'ibs'}]
